"attribute_type","attribute_value","meta_content","url"
"name","title","HBO Real Time with Bill Maher New Rules Best of 2016","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","description","Real Time has earned widespread praise. It has been nominated for more than ten Primetime Emmy Awards and six Writer's Guild awards. In the segment ""New Rule...","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","keywords","Bill Maher, New Rules, Real Time, HBO","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","theme-color","#e62117","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:site_name","YouTube","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:url","https://www.youtube.com/watch?v=kg0cXjJh2DE","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:title","HBO Real Time with Bill Maher New Rules Best of 2016","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:image","https://i.ytimg.com/vi/kg0cXjJh2DE/hqdefault.jpg","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:description","Real Time has earned widespread praise. It has been nominated for more than ten Primetime Emmy Awards and six Writer's Guild awards. In the segment ""New Rule...","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","al:ios:app_store_id","544007664","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","al:ios:app_name","YouTube","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","al:ios:url","vnd.youtube://www.youtube.com/watch?v=kg0cXjJh2DE&feature=applinks","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","al:android:url","vnd.youtube://www.youtube.com/watch?v=kg0cXjJh2DE&feature=applinks","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","al:android:app_name","YouTube","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","al:android:package","com.google.android.youtube","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","al:web:url","https://www.youtube.com/watch?v=kg0cXjJh2DE&feature=applinks","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:type","video","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:url","https://www.youtube.com/embed/kg0cXjJh2DE","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:secure_url","https://www.youtube.com/embed/kg0cXjJh2DE","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:type","text/html","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:width","640","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:height","360","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:url","http://www.youtube.com/v/kg0cXjJh2DE?version=3&autohide=1","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:secure_url","https://www.youtube.com/v/kg0cXjJh2DE?version=3&autohide=1","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:type","application/x-shockwave-flash","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:width","640","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:height","360","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:tag","Bill Maher","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:tag","New Rules","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:tag","Real Time","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","og:video:tag","HBO","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"property","fb:app_id","87741124305","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:card","player","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:site","@youtube","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:url","https://www.youtube.com/watch?v=kg0cXjJh2DE","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:title","HBO Real Time with Bill Maher New Rules Best of 2016","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:description","Real Time has earned widespread praise. It has been nominated for more than ten Primetime Emmy Awards and six Writer's Guild awards. In the segment ""New Rule...","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:image","https://i.ytimg.com/vi/kg0cXjJh2DE/hqdefault.jpg","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:app:name:iphone","YouTube","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:app:id:iphone","544007664","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:app:name:ipad","YouTube","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:app:id:ipad","544007664","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:app:url:iphone","vnd.youtube://www.youtube.com/watch?v=kg0cXjJh2DE&feature=applinks","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:app:url:ipad","vnd.youtube://www.youtube.com/watch?v=kg0cXjJh2DE&feature=applinks","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:app:name:googleplay","YouTube","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:app:id:googleplay","com.google.android.youtube","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:app:url:googleplay","https://www.youtube.com/watch?v=kg0cXjJh2DE","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:player","https://www.youtube.com/embed/kg0cXjJh2DE","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:player:width","640","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","twitter:player:height","360","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","attribution","HBO_anti_piracy/","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","name","HBO Real Time with Bill Maher New Rules Best of 2016","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","description","Real Time has earned widespread praise. It has been nominated for more than ten Primetime Emmy Awards and six Writer's Guild awards. In the segment ""New Rule...","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","paid","False","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","channelId","UC0MWk8QSiDI4wgekTq1FWpA","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","videoId","kg0cXjJh2DE","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","duration","PT91M52S","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","unlisted","False","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","width","480","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","height","360","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","playerType","HTML5 Flash","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","width","640","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","height","360","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","isFamilyFriendly","True","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","regionsAllowed","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","interactionCount","215274","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","datePublished","2017-03-11","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"itemprop","genre","Entertainment","http://www.youtube.com/watch?v=kg0cXjJh2DE"
"name","title","New Rule: Cheer No Evil | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill Maher roots for the Falcons to beat the Trump-loving Patriots in t...","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","keywords","Michael Eric Dyson, Sociology, Georgetown University, Tears We Cannot Stop, A Sermon to White American, Leah Remini, A&E, Scientology and the Aftermath, Jaso...","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","theme-color","#e62117","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:site_name","YouTube","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:url","https://www.youtube.com/watch?v=r1QthkJVqDI","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:title","New Rule: Cheer No Evil | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:image","https://i.ytimg.com/vi/r1QthkJVqDI/maxresdefault.jpg","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill Maher roots for the Falcons to beat the Trump-loving Patriots in t...","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","al:ios:app_store_id","544007664","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","al:ios:app_name","YouTube","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","al:ios:url","vnd.youtube://www.youtube.com/watch?v=r1QthkJVqDI&feature=applinks","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","al:android:url","vnd.youtube://www.youtube.com/watch?v=r1QthkJVqDI&feature=applinks","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","al:android:app_name","YouTube","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","al:android:package","com.google.android.youtube","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","al:web:url","https://www.youtube.com/watch?v=r1QthkJVqDI&feature=applinks","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:type","video","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:url","https://www.youtube.com/embed/r1QthkJVqDI","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:secure_url","https://www.youtube.com/embed/r1QthkJVqDI","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:type","text/html","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:width","1280","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:height","720","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:url","http://www.youtube.com/v/r1QthkJVqDI?version=3&autohide=1","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:secure_url","https://www.youtube.com/v/r1QthkJVqDI?version=3&autohide=1","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:type","application/x-shockwave-flash","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:width","1280","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:height","720","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Michael Eric Dyson","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Sociology","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Georgetown University","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Tears We Cannot Stop","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","A Sermon to White American","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Leah Remini","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","A&E","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Scientology and the Aftermath","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Jason Kander","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Army Intelligence Officer","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Democrat","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Missouri Senate","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Tomi Lahren","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","The Blaze","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Tomi","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Rick Wilson","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","Republican","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","og:video:tag","strategist","http://www.youtube.com/watch?v=r1QthkJVqDI"
"property","fb:app_id","87741124305","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:card","player","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:site","@youtube","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:url","https://www.youtube.com/watch?v=r1QthkJVqDI","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:title","New Rule: Cheer No Evil | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill Maher roots for the Falcons to beat the Trump-loving Patriots in t...","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:image","https://i.ytimg.com/vi/r1QthkJVqDI/maxresdefault.jpg","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:app:name:iphone","YouTube","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:app:id:iphone","544007664","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:app:name:ipad","YouTube","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:app:id:ipad","544007664","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:app:url:iphone","vnd.youtube://www.youtube.com/watch?v=r1QthkJVqDI&feature=applinks","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:app:url:ipad","vnd.youtube://www.youtube.com/watch?v=r1QthkJVqDI&feature=applinks","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:app:name:googleplay","YouTube","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:app:id:googleplay","com.google.android.youtube","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:app:url:googleplay","https://www.youtube.com/watch?v=r1QthkJVqDI","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:player","https://www.youtube.com/embed/r1QthkJVqDI","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:player:width","1280","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","twitter:player:height","720","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","attribution","HBO/","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","name","New Rule: Cheer No Evil | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill Maher roots for the Falcons to beat the Trump-loving Patriots in t...","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","paid","False","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","channelId","UCy6kyFxaMqGtpE3pQTflK8A","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","videoId","r1QthkJVqDI","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","duration","PT5M11S","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","unlisted","False","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","width","1280","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","height","720","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","playerType","HTML5 Flash","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","width","1280","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","height","720","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","isFamilyFriendly","True","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","regionsAllowed","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","interactionCount","1063799","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","datePublished","2017-02-03","http://www.youtube.com/watch?v=r1QthkJVqDI"
"itemprop","genre","Film & Animation","http://www.youtube.com/watch?v=r1QthkJVqDI"
"name","title","New Rule: The Magic R | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=JFWv42U1l4A"
"name","description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill Maher wonders why Republicans have ""Patriotic Immunity"" and disput...","http://www.youtube.com/watch?v=JFWv42U1l4A"
"name","keywords","Milo Yiannopoulos, Breitbart News, Dangerous, Leah Remini, A&E, Scientology and the Aftermath, Jack Kingston, Republican, Georgia, Malcolm Nance, Larry Wilmo...","http://www.youtube.com/watch?v=JFWv42U1l4A"
"name","theme-color","#e62117","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","og:site_name","YouTube","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","og:url","https://www.youtube.com/watch?v=JFWv42U1l4A","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","og:title","New Rule: The Magic R | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","og:image","https://i.ytimg.com/vi/JFWv42U1l4A/maxresdefault.jpg","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","og:description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill Maher wonders why Republicans have ""Patriotic Immunity"" and disput...","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","al:ios:app_store_id","544007664","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","al:ios:app_name","YouTube","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","al:ios:url","vnd.youtube://www.youtube.com/watch?v=JFWv42U1l4A&feature=applinks","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","al:android:url","vnd.youtube://www.youtube.com/watch?v=JFWv42U1l4A&feature=applinks","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","al:android:app_name","YouTube","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","al:android:package","com.google.android.youtube","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","al:web:url","https://www.youtube.com/watch?v=JFWv42U1l4A&feature=applinks","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","og:type","video","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","og:video:url","https://www.youtube.com/embed/JFWv42U1l4A","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","og:video:secure_url","https://www.youtube.com/embed/JFWv42U1l4A","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","og:video:type","text/html","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","og:video:width","1280","http://www.youtube.com/watch?v=JFWv42U1l4A"
"property","og:video:height","720","http://www.youtube.com/watch?v=JFWv42U1l4A"
